"meaca" "meaca_n" "MRGSE" "SigPathway" "CAMERA_ModT" "CAMERA_Rank" "GSEA" "QuSAGE" "p_ora" "testSetCor" "interCor" "backSetCor" "status"
0.190997986997274 0.190997986997274 0.0224662293890587 0.051 0.432321244854916 0.363763771826389 0.0893196803196803 0.185599478099065 0.319231191440339 0.0621822987972625 -0.00225227438015716 -0.00131817508456653 "up"
0.223756063977157 0.223756063977157 0.251301887861026 0.028 0.495100620095115 0.699831479275453 0.946663336663337 0.22045470085381 0.989923397917978 0.0944604511806413 0.00373434686905543 0.00204983533956503 "down"
0.440608431307998 0.440608431307998 0.108428613963062 0.124 0.633147247920872 0.600997333359486 0.198011988011988 0.44319415657799 0.172940288669274 0.100957458058674 0.00356599658191645 0.00107661491894027 "up"
0.712110084209047 0.712110084209047 0.235973846823932 0.495 0.814989459987052 0.689021337361812 0.29038961038961 0.65873097996082 0.53274591039179 0.0934119391798982 0.000551766769423261 9.87776450835382e-05 "down"
0.522119371033737 0.522119371033738 0.358139987106574 0.177 0.65619589005402 0.75139973382538 0.12966033966034 0.437271535718969 0.0364042770528228 0.089265426613859 0.000765978343071569 -0.000251151969653826 "up"
0.889668173371385 0.277448199536056 0.997221608369881 0.65 0.861256794081695 0.998916773673534 0.244655344655345 0.772314727220089 0.207602939460875 0.0671863833546335 -0.00411469337930426 -0.00329012685114361 "up"
0.664263817892455 0.664263817892455 0.190298757856983 0.492 0.842817814868387 0.732474701969448 0.40020979020979 0.731226846992358 0.696683926921825 0.165231415157143 -0.000824955977145824 -0.00137636432153803 "down"
0.0744762942246456 0.0744762942246457 0.00283556891320323 0.004 0.259020160347754 0.273600567409574 0.353936063936064 0.080530093305865 0.800387057878526 0.0745600036743296 -0.00165991621471803 -0.00170197569653515 "down"
0.295573297944092 0.295573297944092 0.142224932370725 0.096 0.54836870630084 0.593246480068434 0.0781578421578422 0.303538537399128 0.143797995426496 0.0782695887159794 0.00352470841965733 0.00236396379849566 "up"
0.698695114513294 0.698695114513294 0.542268750783459 0.36 0.789140417967362 0.856538217870137 0.277322677322677 0.672485596175405 0.245544122371694 0.125346916333677 0.00718726342307447 0.00316959092817619 "up"
0.906346547044923 0.235296059229228 0.742542744567523 0.971 0.985421409064412 0.864864832869323 0.28006993006993 0.967761125200725 0.143633530966904 0.0323456809325588 -0.00082066303374011 -0.00142261228731184 "down"
0.870918226849414 0.324984509980414 0.0950136525050383 0.996 0.99955497676427 0.511938657930119 0.0533656343656344 0.993263005427152 0.0674201308525155 0.0650257431501132 -0.00858846913375451 -0.00495425051529695 "down"
0.436992077607993 0.436992077607993 0.0612769886158398 0.11 0.622451819273731 0.567967731784231 0.0970569430569431 0.433717607739109 0.182711340774792 0.116696446486355 0.0062143991212639 0.0048420802953475 "up"
0.932812169243804 0.168614447214575 0.737283867506661 0.787 0.938697535075048 0.919887930864056 0.349310689310689 0.916846329653656 0.399394023579143 0.12254028148958 0.000998359217868631 0.000541354494529447 "up"
0.6052518626825 0.6052518626825 0.0247026031097315 0.299 0.686142077446182 0.402392175753694 0.127382617382617 0.522574572953204 0.502241434831655 0.0729579675888828 0.00205193247887571 0.00061346256507724 "up"
0.606863937196898 0.606863937196898 0.831180093318127 0.43 0.808203715047296 0.948060050174251 0.40020979020979 0.64325874023572 0.651988606486981 0.117515698935237 -0.00569589731310593 -0.00220137812336865 "down"
0.190015644265974 0.190015644265974 0.048247293534933 0.075 0.467666433806461 0.429470038263616 0.614345654345654 0.178610664517302 0.594926279911416 0.0618269557253559 0.00920805203106634 0.0054022554038908 "down"
6.5759372127383e-05 6.5759372127383e-05 3.11063773403859e-20 0.001 0.0201040544150123 0.00353753043671505 0.0301368631368631 2.87407759964609e-05 0.248746159193874 0.0816309580385954 0.00108108770507355 2.73238007355488e-05 "down"
0.823103940514961 0.447109079134705 0.819731024713078 0.524 0.852579341906786 0.944362496114747 0.611178821178821 0.722170171401048 0.468282530920124 0.116945451913458 -0.00435504775836962 -0.000901818191457907 "down"
0.755549466872627 0.622660779199227 0.0652365191675827 0.484 0.800145197787181 0.54291968598369 0.283916083916084 0.693615545287483 0.749709254537273 0.097752525359562 -0.00277416115114265 -0.00116249520200969 "up"
0.343226624562108 0.343226624562108 0.0590606250928975 0.041 0.560833012264182 0.588253560518608 0.175924075924076 0.366298258620266 0.278551758169024 0.133942345843192 -0.00374842849655586 -0.00144512194012408 "up"
0.534949994547994 0.534949994547994 0.428807305409966 0.372 0.756323708161405 0.777839696917714 0.585474525474525 0.591051330985312 0.938816527261814 0.0826498290557126 0.000452196059757952 -0.000158606348927695 "down"
0.377460775359906 0.377460775359906 0.399183473067727 0.16 0.68142685197327 0.800329483570052 0.14979020979021 0.504589941697929 0.184856118457554 0.122173359549576 0.00543041038636128 0.00264157410565995 "up"
0.982092003407717 0.0448924600342794 0.46485487027348 0.859 0.944311087508954 0.768715987607188 0.205434565434565 0.908408020907696 0.356314679309173 0.0621100856671319 4.97148953916018e-05 -0.000774434225357995 "up"
0.464265278853401 0.464265278853401 0.143491235292817 0.215 0.612743466910022 0.535896433149718 0.0791098901098901 0.40412519302998 0.282764697815728 0.0543249176122165 0.000160764384376472 -0.000869653013877436 "up"
0.580536361218516 0.580536361218516 0.538685119619538 0.348 0.74068024016016 0.822528644565701 0.0677382617382617 0.572419377238934 0.125342685715648 0.0784502535033482 0.00185737919678895 0.00134952379576369 "up"
0.393896845583249 0.393896845583249 0.136021770519439 0.113 0.606572055405983 0.599589486523208 0.154085914085914 0.361576941629443 0.11301486445376 0.0845177990085261 -0.0067178758603744 -0.00294674808093144 "up"
0.70809912030566 0.70809912030566 0.435155038321932 0.58 0.834732349695427 0.779295073266232 0.321068931068931 0.68364487107172 0.618891765981946 0.0813156346014263 0.00695570019300168 0.00543682458273445 "down"
0.457226450088803 0.457226450088803 0.132003798143985 0.204 0.663163334541874 0.601375492913066 0.637562437562438 0.45250683986966 0.849471655755392 0.0875416698490804 0.0034591499317821 0.00161660795472909 "down"
0.744100973164707 0.652854896503295 0.751921452751202 0.654 0.858432387804326 0.898970083429666 0.578291708291708 0.750122486176372 0.708662070616589 0.0625187007389215 -0.00146418824326534 -0.000882475655155828 "down"
0.0779432860919929 0.0779432860919931 8.16908464462045e-06 0.007 0.334018977710265 0.11582972050544 0.0244585414585415 0.0945229799593872 0.651988606486981 0.0783497005769708 0.00429783708559057 0.00344451393569841 "up"
0.600450164947704 0.600450164947704 0.00585181058562049 0.273 0.707355522520723 0.328856317878543 0.232737262737263 0.534900386542532 0.962588723189203 0.0814988229130483 -0.00201603301810214 -0.00141414938335675 "up"
0.762096543173577 0.605457612176443 0.960192834559429 0.759 0.919543199558707 0.986287036376945 0.371228771228771 0.876815057157223 0.354949894865918 0.0897888212026298 -0.00205780816645996 -0.00157047534339254 "up"
0.199640571659171 0.199640571659171 6.97712436470641e-05 0.023 0.446359933032737 0.217799559976256 0.0912817182817183 0.210071442631512 0.441425358239548 0.108531248423714 -0.00774871833534785 -0.00332396191135543 "up"
0.1088263400573 0.108826340057299 1.76446336699623e-05 0.002 0.25492563903078 0.128994014530469 0.381958041958042 0.0747166853458217 0.605361628662399 0.0782230580568594 -0.00335541914944664 -0.00117462005585731 "down"
0.311252673728207 0.311252673728207 0.178281389514444 0.16 0.587422562160248 0.596436049034305 0.0434665334665335 0.308758686553986 0.272037228310662 0.0651314897791043 -0.00441350306425601 -0.00334458929495822 "up"
0.989586149771897 0.0261043926005692 0.626720521965221 0.788 0.93848708892603 0.875788160968472 0.540619380619381 0.892362047870326 0.826939137213227 0.104915212869739 0.000997553602133985 0.00226405496860973 "down"
0.688461162655614 0.688461162655614 0.161443515156289 0.398 0.761054997502479 0.609302456151789 0.14974025974026 0.590162712707949 0.281251977729372 0.0778200505218817 0.00163702225628196 0.00169380310784272 "up"
0.587194143722489 0.587194143722489 0.700254412953811 0.389 0.780930623002905 0.896040640288659 0.106983016983017 0.599837150197646 0.281251977729372 0.0927579964215371 0.00121674097419388 0.000128038469535932 "up"
0.0663280046375009 0.0663280046375008 0.000173357233627581 0.006 0.235654663847096 0.132271847580966 0.00881898101898102 0.0423103840163855 0.172940288669274 0.05806922529977 -0.00289359593919084 -0.00165792371645169 "up"
0.51243803964413 0.51243803964413 0.0627924938362602 0.239 0.646092339843705 0.452422710368893 0.136493506493507 0.431949731309966 0.289858385301193 0.0605450321011891 -0.00464932357616254 -0.00181931801169496 "up"
0.136752493550073 0.136752493550073 0.000144778448664784 0.025 0.425625490080429 0.187279410727866 0.618091908091908 0.114657037304097 0.919843677606184 0.0832932811916416 0.00212426643167527 0.00255075086434852 "down"
0.196634026726238 0.196634026726238 0.0192217542737838 0.095 0.493814424844198 0.34568289551648 0.0298361638361638 0.203837545721466 0.103590302487921 0.0602426370374762 -0.00259565352639521 -0.00103524192570933 "up"
