p_meaca,p_mrgse,p_camera,p_camera_R,p_qusage,p_plage,p_ora
0.9160397134627954,0.7074390778581581,0.9155210576048507,0.8507865247373935,0.85367339918446,0.96,0.6776557945730426
0.7678927219228799,0.4998403873784129,0.6145454691614414,0.6873998210211882,0.5754259906229402,0.942,0.923182754142498
0.29108787213784526,0.0011254907579108108,0.12143786212704312,0.10078427670375277,0.1423689541092522,0.835,0.5699301927570875
0.8946485401137717,0.5121488449003008,0.65601076945576,0.6972098447548535,0.81292737258279,0.849,0.3879205229828559
0.8802429463883751,0.15823474636299958,0.7301480287529869,0.44559330306137823,0.8725777581613476,0.992,0.11381378540602702
0.8715135010203114,0.9413209599268401,0.7704347215014062,0.9565634550718253,0.8458162688776172,0.981,0.0781473663575756
0.43908473793116,0.09901855437002291,0.45678794553975854,0.374538717523206,0.23032013919386746,0.871,0.25674378311344964
0.988314009690726,0.7947130896136771,0.8591650751538612,0.8710655096454978,0.9716489376577144,0.974,0.3422815926890861
0.8155825028025951,0.5651228043422645,0.8325792047389757,0.7630667377052884,0.5763410614897693,0.787,0.13399474631476047
0.6495878279276275,0.6233045631076912,0.7112029651153695,0.8052875746007397,0.35173313312031085,0.953,0.5094482852885446
0.9602881556887811,0.9321562260532285,0.976495447823754,0.954414649088744,0.937754372871491,0.96,0.29130027714526996
0.48463498417703776,0.10904963576966784,0.42271828352231267,0.3930567961366134,0.34787597367440903,0.716,0.2020414574055797
0.7204174462427655,0.2593269168813229,0.49541888302208315,0.5492225388510144,0.47434575283663505,0.998,0.4307064401878719
0.8818681877029291,0.3916431335609119,0.7479037238987964,0.5372859580014286,0.8392757516802838,0.972,0.723632653656543
0.71474930366265,0.10710672030952895,0.2925895144039969,0.2509814089724073,0.6260413498546695,0.979,0.06984230336959962
0.41721278510382165,0.0944540713385981,0.1817591869406555,0.23937753117216326,0.2831318723238205,0.962,0.8145118270184524
0.7136981972507912,0.6260672248985322,0.6334583023381595,0.722513719243968,0.6078956224517287,0.919,0.9555494693049417
0.9151339572933106,0.6480219246680085,0.9119822139652982,0.8457233305193299,0.8198831875525086,0.922,0.9443427961836113
0.7418666316502021,0.9654009740973006,0.9127680733949906,0.981342977209007,0.6176739127503733,0.895,0.04970820914945883
0.9648603485325449,0.6497403488897915,0.9220909175713727,0.8873891181116662,0.8145152368448769,0.816,0.314344506493996
0.7125215650953338,0.48618733380749674,0.47079218169761483,0.5884560788865434,0.6308306174276668,0.822,0.5384864819452675
0.8541328361983304,0.4206053512593731,0.7345102758636978,0.6322177057325132,0.8222719392686462,0.843,0.4684805088896753
0.8903577240448466,0.7766215147958735,0.7408568992446798,0.8905982865786826,0.7878532399502414,0.91,0.3299182759088617
0.35388597196587446,0.015381666623620335,0.14602012087422483,0.11053517054545896,0.21840296874797405,0.978,0.866188523204648
0.8660113481986231,0.7081130341964017,0.8927698863212825,0.8258216794642954,0.8660113349020343,0.916,0.7175499508403276
0.13471328934533777,0.00817478573890106,0.09549902352280858,0.09524644578290309,0.04035720066801495,0.888,0.921183084292371
0.9371255046060243,0.3921499730632021,0.9305107244963424,0.6550801143127412,0.8673043012399898,0.877,0.03143945104026365
0.4034245099538236,0.8439473931462758,0.7296023968379828,0.9059521561600726,0.39070657401946235,0.981,0.8727963703944757
0.5659363120504923,0.8785272003113858,0.6694183544335062,0.9419081068405302,0.15246342464173288,0.974,0.9021454757473494
0.7612639730443234,0.7771345349541507,0.788406223288363,0.8268420816620143,0.6502556744483549,0.803,0.8434351696612515
0.9013213140213359,0.9681673632424223,0.7285256987600455,0.98375782716225,0.8247620898033503,0.768,0.2108199204276891
0.7118011482139718,0.14479538516188378,0.8085200828408309,0.5461609317786651,0.36759484942917786,0.948,0.1854072851786565
0.7038405066022062,0.2917330472263057,0.6332420864537879,0.5986451266772743,0.4453750208565955,0.787,0.7184234829549085
0.5431375931414885,0.6919491146216217,0.5687915523468128,0.7643182117078067,0.4188847548780356,0.684,0.027891377210122734
0.39613463162500995,0.00623083436069979,0.22603316840558002,0.11955626825110496,0.14936083383247886,0.919,0.8977996430278636
0.6699951763289527,0.42631281045543984,0.5589207661303092,0.6501749435033484,0.6084831312395889,0.955,0.6348326946338991
0.5612523644294161,0.24420582280813458,0.6364417811340671,0.5038882846638617,0.4532107663584629,0.999,0.7593168654078047
0.9313563043164662,0.617106153511989,0.7962389110963154,0.7750032710442802,0.9123693947989618,0.883,0.15498974485415012
0.9248188740581907,0.6206998360165606,0.9070921155805074,0.7361704638063902,0.8897931613461644,0.769,0.37089544151514386
0.9237554083520829,0.6234429349647734,0.9329437019130357,0.7449210522543948,0.8769026031406388,0.918,0.1757481395497597
0.5169491567233425,0.5007765472161094,0.41590974335669473,0.6874822743481152,0.43094265712177493,0.939,0.30395620039682403
0.8485708143125023,0.20469320162390206,0.49025920287651636,0.5589269022595764,0.5414051791987673,0.914,0.4017984108567577
0.6668219421917194,0.33370530368669415,0.7774932264306191,0.6318247557651584,0.35280150835878177,0.791,0.5808699887663402
0.40761685916019674,0.02919042444230647,0.18445747142477653,0.2703778569488946,0.2446828648590376,0.803,0.3086498089207862
0.9933123964741896,0.9176295219325941,0.9431154550823934,0.9669614997763769,0.969411995576331,0.968,0.1394437921139149
0.5633711700437167,0.07410482603889364,0.21070292903310364,0.30140929545928963,0.3146517482784209,0.56,0.21482843758923378
0.6346187912440169,0.06205638620974757,0.03874491265574846,0.11533376264160987,0.5473610558847671,0.817,0.738926212930376
0.7130907556711426,0.07451090266564217,0.5683863455138027,0.4672807194490144,0.14819223258086495,0.846,0.8494000744323329
0.9244244831439136,0.44632457296097255,0.7717180254689726,0.7446274805236444,0.8128567439039147,0.928,0.440467669128992
0.5381260940521035,0.9926673282393519,0.9426854241475291,0.9946990838172781,0.37131328570220834,0.914,0.46121520033009267
0.9996522029484602,0.5120295549985399,0.8497283028754378,0.6965271998669261,0.9874882905477005,0.99,0.0016040239170048147
0.9090540587032905,0.7837809154354185,0.8332870561683656,0.8557400766023899,0.8696737679342689,0.898,0.17717797120838463
0.920956226106241,0.8591735647231213,0.7585664571256312,0.9271181149009788,0.8664490676109622,0.866,0.4840392624283316
0.9261279525294575,0.7534284548224786,0.9192884226090079,0.8509601762215272,0.9266260571290535,0.951,0.630901167328918
0.4579904752270053,0.34526285658632405,0.6034284911645899,0.5630624462552927,0.31142006511136033,0.698,0.44772539945959505
0.9073439513060252,0.8250651677464126,0.9951755124041026,0.9111354245982605,0.8468511211981004,0.909,0.11183882051873179
0.44730120841895504,0.2686601634030772,0.43511999768033216,0.49402659423634687,0.17076879995032934,0.98,0.8445875922215109
0.913163043287496,0.900839014174327,0.9551793690639192,0.9546212631327413,0.812169973708877,0.999,0.34370022854791266
0.7904480306323867,0.24189895805948541,0.3451047365797659,0.3944740706588804,0.6819648046978048,0.64,0.6249707772407171
0.3910333657194027,0.011499933433828395,0.1314413476077191,0.11722703722709965,0.16441734526583418,0.692,0.19015154792853828
0.8883416441619044,0.11118888461591436,0.5779273450181541,0.4741349518714615,0.6339270257522616,0.843,0.06295404985305536
0.5683456457152878,0.09705545872939401,0.4015467986229272,0.426978958017048,0.10699741352295189,0.802,0.05500506039785869
0.9139456395995545,0.9177357609249759,0.8923083812198208,0.9679013907379731,0.7772707289355296,0.769,0.0632886036180023
0.5426935232528066,0.4310641769764272,0.6837303105849055,0.6299130674922166,0.38506463560894133,0.886,0.4244186713095549
0.8490750197040186,0.9058465649319047,0.6971081793473795,0.9323198325119417,0.7879375713924275,0.797,0.07094240409463404
0.8728011412758336,0.55380049166801,0.8123069098679767,0.6953773701978447,0.8196078076297826,0.99,0.6297406461086223
0.8501405954451209,0.6534204682634068,0.9079462457604605,0.8510098523964835,0.6553417004437947,0.816,0.625838820633956
0.8381983592443405,0.6902029093535087,0.5977870526960951,0.7912144738645355,0.760823965037397,0.833,0.17923788991291786
0.7927328590860134,0.2785685308854019,0.612235178452707,0.4997202376656811,0.7258715710714774,0.871,0.7439110667079534
0.9216772356214912,0.787787456222591,0.8589666516357368,0.868585733428636,0.8710446953468567,0.793,0.29479276248538966
0.9998410488697657,0.2289210447118134,0.5426557880441107,0.40078586611338907,0.9912326553875184,0.984,0.15306210500540993
0.9513266606088161,0.5528838194972845,0.6061045337297859,0.7472704117516715,0.9142507293730542,0.815,0.1347784754388212
0.6992687683772045,0.5927158012288921,0.7336024827882042,0.7686488499813302,0.6607344308903021,0.829,0.943490653791646
0.874893623136518,0.42564851002582504,0.6773574916616159,0.561211596766551,0.8456033347698027,0.823,0.8675655242598276
0.9486905188471991,0.4304317023878369,0.8507740899975177,0.5731600410335398,0.9294497478879711,0.973,0.9730904167198862
0.663211043901341,0.5598219896831493,0.49829601401282975,0.7266350424700843,0.5766478501688566,0.979,0.5798927207846816
0.9100040695519851,0.6723744554949542,0.8601917455332136,0.8645331248076805,0.7438720704037405,0.915,0.5940498188316097
0.7078444440864216,0.2803447115678383,0.6412885611015247,0.4703857421014731,0.5290460297029673,0.983,0.5157082960971511
0.6132229762189336,0.5469470787188329,0.6807059816626302,0.7833436509045382,0.12549695115999926,0.895,0.6442180055520186
0.8352065579026907,0.47592526158726245,0.6083522163246722,0.7326535470075455,0.7144292992677669,0.936,0.3461915921620604
0.7702756226939161,0.7892061415328899,0.9081866617139834,0.8824588673876073,0.5574351029833726,0.788,0.6738929375055439
0.7169907801462178,0.43676850968305286,0.6420717302200749,0.6396172650927201,0.5914655681781399,0.943,0.9587604817743693
0.8157497569124863,0.4349672425896401,0.9559442857430587,0.7279973995311779,0.7298286480471742,1,0.7729748772153617
0.8864549720023183,0.776850388689687,0.9851155227705496,0.8800113463603698,0.8139484522407763,0.855,0.5803700164287353
0.7992550560151102,0.39927014650546583,0.7036078010836128,0.5783518461047713,0.7407325560236195,0.949,0.4182988663154516
0.8886665598751635,0.8499311271095852,0.9550201681131334,0.9315150120839388,0.7484514336143988,0.787,0.127409203349878
0.1856999339926355,0.05290602069825887,0.26512228063264953,0.29061684274851474,0.08540488988610027,0.84,0.34086023925451847
0.8136072618048333,0.7082432566776811,0.7785746428475917,0.7748084397777248,0.7507382823589134,0.902,0.9225630084384979
0.43896121269397004,0.318078896159975,0.5587002684175897,0.6059838210773355,0.35103907091941894,0.913,0.456025804482484
0.3570082305371822,0.6883597956208583,0.7254370742204884,0.8094461331759233,0.3702410993520273,0.839,0.4895549350369355
0.894567494817552,0.5914560329715443,0.7272662303235757,0.7130511886503998,0.7970630721245981,0.908,0.24606922757912664
0.6446144056840277,0.23794089659382786,0.32494776734029895,0.4685402940300236,0.5086507218512601,0.99,0.5930410584617063
0.14689632128924557,0.070045552064612715,0.014180044958032033,0.0948018837693139,0.07157455725663296,0.762,0.5530823958138906
0.9181479377331382,0.7572556815395989,0.9001049989433308,0.9072422285014687,0.6097686340539321,0.944,0.21466957550943777
0.9794993307280183,0.973799796212261,0.8180647185091802,0.9867209505453155,0.9408607351746674,0.881,0.3215579557572054
0.6635062344475364,0.6864125061251913,0.5862546857847282,0.8033442025573909,0.5088298446407373,0.942,0.03071551350557144
0.8828932793666304,0.9536673218953966,0.9656408791758971,0.9777585993005966,0.7334574707181751,0.93,0.9935924009656302
0.583735571644185,0.3103011064654397,0.8564098503271749,0.599643485682872,0.22243984572659747,0.935,0.8288364949514848
0.9383536613598887,0.4865548847294765,0.613301972376352,0.6962096659112883,0.8307752476882398,0.883,0.9867053918258744
0.8726519535445535,0.40312852335863897,0.5775056122034581,0.6185036301922404,0.8362435785416353,0.998,0.6498956793598296
0.5394003688711901,0.11401243780269658,0.4852707204887292,0.37732973757759647,0.3812262164321681,0.937,0.90858059461861
0.8698305457528364,0.9438285389010653,0.9032975926951107,0.9703734011660708,0.8420972692480859,0.732,0.05329938657523796
0.7504302865022368,0.8446968899436146,0.582599510827309,0.9029225919769368,0.6303179515680672,0.825,0.7413846177554142
0.9744165875207395,0.6216960577620239,0.8727109102242717,0.8088209425232882,0.9709503172283785,0.941,0.4684805088896753
0.9274347088411793,0.8676331071175858,0.9636185196512603,0.9227283245447828,0.9204211733204057,0.961,0.47925121381864344
0.5955743695416883,0.5685815730844752,0.5442765315671454,0.7214828469707757,0.3402560032683295,0.773,0.5757642918524261
0.921510721819136,0.9578797472174019,0.9650774697297106,0.9790190044301501,0.8465830979599573,0.865,0.12196593575220285
0.9077503537715406,0.36993530348883125,0.9256610981937463,0.6857313295484018,0.739896409730824,0.842,0.4135938201179199
0.6347394724657667,0.5851969640608718,0.7569347589546662,0.7319045230653838,0.5173734938525008,0.88,0.17505485969240114
0.6378494070550742,0.15048319253696105,0.30003457058050403,0.3985186240725763,0.5011734242061421,0.985,0.28083033895767834
0.7437298720425525,0.13331021464203147,0.4138012487452012,0.19778196215525867,0.5770512388865014,0.967,0.8048246549579933
0.5958904783147958,0.2049800680928777,0.562365988106651,0.6119844862766648,0.023131968222634566,0.994,0.6060852405312267
0.7137444646395288,0.398153777414551,0.6870651651098416,0.657083940377283,0.66520311113359,0.94,0.09150483606004037
0.990513421681348,0.7277552973482393,0.9378106528826222,0.8485935924169978,0.9774149433217487,0.989,0.8583905640011722
0.8419991959087374,0.20756388806823373,0.5019768505334328,0.36412619168420457,0.7719766314375359,0.84,0.28502657473391524
0.9636170401307166,0.8030722904793209,0.74419565161528,0.8997875239250134,0.9009253180126029,0.832,0.0568409681625961
0.2926375281476611,0.29788858741545515,0.3949627362819246,0.47952077164032436,0.39625732540929337,0.887,0.19182350138840962
0.3296499024106764,0.09868813760390562,0.4652476349745518,0.396915597262148,0.10603352715380894,0.76,0.06881945193091271
0.8841254079956204,0.8400088303678469,0.9161513283280243,0.8764158619284852,0.8429593127662764,0.973,0.8884937529742969
0.4375483475588805,0.2480384609077315,0.6215371756664623,0.5606359372190514,0.2560288993035651,0.889,0.08100166545481405
0.5265302726226478,0.11837509854935846,0.3923608425249735,0.4135089348556723,0.38752430089038026,0.945,0.7737513457311622
0.8570859711439,0.4002095812513853,0.7266104757359333,0.6820029904114634,0.7554977997424475,0.838,0.5026648321291833
0.7944187142260596,0.35836963772616565,0.7916918380324097,0.6818052439673392,0.46864204934226084,0.898,0.1160593436828757
0.9962441179678863,0.5903609653774544,0.8130377650910896,0.7177886807566216,0.9929627108281807,0.957,0.42232475520416557
0.7457255872467383,0.4300223873138936,0.6838269051110657,0.6507707165974526,0.6876920416977477,0.772,0.4529126325678635
0.5978747763906156,0.1805055573920803,0.33541713466499024,0.45075082352203133,0.28727786718199694,0.986,0.49202302153393507
0.8668570459371531,0.7936648612299458,0.9555665556463143,0.8729490417238561,0.798159396204567,0.908,0.3839003133359699
0.9969794884538513,0.5163796971493965,0.9927264484323585,0.7471947044670655,0.9930191245335793,0.826,0.8026927717067608
0.9725606868175637,0.8181207477043911,0.8954685976623684,0.9217177829747062,0.9305139129231537,0.933,0.7878928857612393
0.8568186398772285,0.9393546369964447,0.8401197142634355,0.9571796097229361,0.8019840506494595,0.958,0.31529492269811943
0.9213747392789874,0.9089231025376121,0.8693668141794437,0.9420661578673193,0.8980272559853314,0.941,0.2095135530496038
0.25499945698304527,0.03376991602847904,0.15030414010304885,0.20692140502008854,0.04121379285797855,0.969,0.7627271285991637
0.8670606684582891,0.5604321229510443,0.7466813503132321,0.766514237444129,0.5255387851761466,0.714,0.44330374391300903
0.8441397256346609,0.6971213651007978,0.8289990848703253,0.833281802005905,0.6972426826725997,0.931,0.020381154291554984
0.8834075345008914,0.7522713005685585,0.7581566684526707,0.818906969890061,0.9015671501312555,0.889,0.33547034920716984
0.9287871482713672,0.6748104524650116,0.571201985570084,0.8118219958426088,0.8913445783006761,0.987,0.23850292828002884
0.729734043513738,0.11787108479968264,0.5632135059978991,0.5413636063672724,0.1537960338533948,0.768,0.06737571768355734
0.7371615787096906,0.5783702779493332,0.8627971176782155,0.7890831071062567,0.4364181921021504,0.857,0.12703312174152942
0.7070057424808842,0.23099944405079498,0.5181786546095929,0.40959535363348654,0.6201168424267762,0.811,0.4527644858188172
0.7249548260366796,0.403708040981814,0.5595060903391669,0.5994574383903719,0.3738190807863425,0.932,0.45171294847898263
0.7975093261447679,0.3711347825366577,0.7005240721853401,0.5955049958077288,0.7209927708375938,0.969,0.6760624116071159
0.5558300222849732,0.09797769243273437,0.3889979630735988,0.4440902206674189,0.2407659742902281,0.894,0.45697117633753526
0.8675035116894013,0.6356308609325655,0.8511805249657507,0.7777488717004706,0.8303374905066495,0.938,0.637492803627592
0.9857824366238663,0.9392481382846588,0.8553604956429436,0.9611332540113038,0.9969638586657892,0.96,0.710507298209897
0.4408465441465004,0.02576642962244321,0.04662195754539437,0.022103665943588546,0.2915694196098515,0.886,0.41771667985565347
0.6983232392397849,0.7070715618673189,0.4396633692175952,0.7777135239134345,0.501016866080584,0.843,0.31519444992811807
0.7545918983963398,0.480058036674448,0.4020133845739028,0.6229674253722004,0.5322053702011905,0.812,0.008565658557449968
0.39701381504410593,0.018040148522630188,0.3147949143820403,0.29993775901334985,0.0037926255241457416,0.96,0.056995276117796145
0.9971520965275397,0.41504909382894767,0.8797280914391769,0.6934472295936529,0.9997428239716534,0.812,0.1321001734014694
0.869420429145122,0.5669903989103029,0.741183780474983,0.7753346728687973,0.7937060412543245,0.831,0.5998573482299857
0.5541484197997708,0.0554268629147022,0.571562034731014,0.2953251592118372,0.4459689948032404,0.752,0.11089482934959675
0.8532595803305385,0.5531249768592568,0.6949823732746276,0.7524641085567072,0.7256384330963825,0.888,0.9441524273179462
0.7000181211336498,0.5783350771772668,0.6205131081413108,0.7358317871032176,0.5444680042114667,0.971,0.114449826926376
0.4855887182526182,0.15652939043372113,0.36754728926372426,0.3103004770768266,0.38028993503556807,0.607,0.27848687081760903
0.6546251554079465,0.3340452655048535,0.6432390122350249,0.5919542258178019,0.557387039541164,0.76,0.32937430645069166
0.9624295877795693,0.4449179856134591,0.6019119413924829,0.6117496416745514,0.9614155419552074,0.769,0.9481785273774628
0.9344911326148426,0.7089443064728485,0.9414872652600641,0.8196383620388024,0.8956193114675316,0.805,0.2162194550109751
0.9790081483618078,0.5759718968410577,0.37283002458449255,0.6277512005793429,0.983293191631535,0.682,0.7192954947197108
0.9760999591009105,0.7770556024438448,0.7414755860813178,0.8685118327569178,0.9549276844177117,0.936,0.6219909910906526
0.6783872601816225,0.4164060249702834,0.5546552396805297,0.5615895594953635,0.653274445462162,0.868,0.8154503053145653
0.27488925455141755,0.05710860364456249,0.27075914202062923,0.2824812159205312,0.10419398205892534,0.993,0.37678305170477955
0.7391388754244899,0.39269712212048596,0.5618440714136861,0.7530040488815793,0.0705258420615571,0.98,0.5551579353577621
0.7937824205142219,0.38613932339025075,0.5852650102157392,0.4927840996234075,0.7437033529135945,0.925,0.24942977688660087
0.9411378467433992,0.5222876573437991,0.8717334671528147,0.753480545084747,0.9097153988551876,0.999,0.7905557022861678
0.8915643539044502,0.7006129961876382,0.6649895617211556,0.7586439292017881,0.842050029165079,0.92,0.6574995652416926
0.5755870487364895,0.11210216518585467,0.14367742978393971,0.1879051800764884,0.3934662173506789,0.8,0.2958139412192972
0.9338224998166637,0.7407229850799122,0.6147150637051217,0.8397888230023235,0.9140975002057509,0.86,0.5312974776666297
0.8238716433577803,0.7836464071576486,0.8138451109974835,0.8866934626671972,0.696583808022057,0.992,0.6574995652416926
0.5491938922750448,0.5377073724852424,0.6889379463616749,0.7317749157461244,0.3575699840764765,0.91,0.25590132644571273
0.8137698790288854,0.5145376835897391,0.5246894919769668,0.5473674546884886,0.6953486315032443,1,0.16031793864353458
0.8890650491022085,0.6741033602392785,0.8794724410360039,0.8269090437920267,0.7914749029436188,0.931,0.504222614337455
0.9794843624763665,0.9253968914728915,0.9931305585982367,0.9420932152965814,0.9569059784665488,0.841,0.29490908268604393
0.5458161433879121,0.24077400286275089,0.5093934013202763,0.5213807201702859,0.3094264378301665,0.858,0.9003704896038054
0.9399860067024488,0.8229250885587984,0.9284850420422341,0.8872752672833606,0.8932235796478172,0.881,0.8303395430820851
0.9913654450463174,0.9484025987543708,0.9294242835668778,0.9741559303157011,0.9939239360388052,0.91,0.6489876719667502
0.9310779876809138,0.5728911758709498,0.7570410405559996,0.8186311364680626,0.7850565004539287,0.79,0.8869485822916419
0.8920363274764838,0.6547655233429521,0.6387139913056227,0.8384005275975532,0.7222638126004852,0.858,0.1702457105472179
0.6252716424627845,0.1462652714354892,0.29438471475372013,0.37634626274713845,0.5399955871304688,0.702,0.10723860972897584
0.5143192220215889,0.011811470002849163,0.39763193119506723,0.1242751188173748,0.3066827115547546,0.854,0.6977757110533874
0.7676709610882071,0.7268661906629608,0.6863646149793136,0.8676800549572544,0.6628304373336178,0.763,0.8805888847134774
0.5471474338879357,0.2648863099085762,0.39518488739958435,0.5440007012053338,0.39077315332689455,0.95,0.018112527752944085
0.2570590492689194,0.0694853588994843,0.22627880491012092,0.34262310522539996,0.1237578659566756,0.831,0.20650756738399614
0.6757876856517491,0.2504413314897803,0.6404257589545335,0.5637738520548456,0.6153490300647388,0.926,0.6738929375055439
0.8675236969836546,0.788468971665329,0.8842993812881295,0.8789168575220427,0.8312830224110678,0.929,0.9985542224539861
0.6098760990746326,0.41043169581779965,0.523410523748925,0.7228503123004162,0.0028918783693101524,0.873,0.012574282344891132
0.8826203754243858,0.27929089462764817,0.5908528048893753,0.5732073399992739,0.7442715431215551,0.969,0.7439110667079534
0.8857607703485483,0.27900728374139994,0.6259056316495737,0.5193238427880469,0.8829352825662459,0.871,0.8659352943880034
0.7884398569669296,0.7725839171352777,0.8299076655785627,0.8355625212408178,0.7378413795192801,0.904,0.9767616318912715
0.1281155515773894,0.1465199488138392,0.32522266989722115,0.43756503052575924,0.07767071343578474,0.853,0.4695183034024446
0.5577982411706737,0.08338400426466262,0.5061475948001679,0.3952819266811721,0.12743124218011825,0.848,0.1858635072184692
0.5454179159552945,0.19804285081209644,0.4328469106651289,0.4300237429322451,0.48531113587576913,0.932,0.1464057139048899
0.9312993129461182,0.9315013470489808,0.8270849160879714,0.94211293929935,0.9097635822057568,0.988,0.3104312517140408
0.7513946869239361,0.27382289143677296,0.5343909528108237,0.46862988697355656,0.608837067143821,0.986,0.7991384239793209
0.9229736171547357,0.6363690755121965,0.810128079201456,0.8217756564722476,0.9026430716367566,0.983,0.5119476519401465
0.8618431327225691,0.4862647004690892,0.7589383481285769,0.7061083221527772,0.8165842214669042,0.955,0.05204374572228846
0.5724830034476944,0.23883063020333398,0.46287754841191797,0.4738112647249154,0.5478723984093297,0.85,0.12584923674446763
0.41451038248756633,0.16080988836452764,0.4603418584846216,0.5518315132063847,0.10850467350679338,0.989,0.14202884459691512
0.6223298849001921,0.23509486994205442,0.5309909485347009,0.5060048535149451,0.5057740452149768,0.929,0.9647847786581334
0.9059580114352243,0.04562120170385461,0.6311538099499612,0.37737608268410405,0.7684520507931261,0.832,0.21838182971828907
