p_meaca,p_mrgse,p_sigpath,p_camera,p_camera_R,p_qusage,p_plage,p_ora
0.8441308158526988,0.8718483571648623,0.846,0.921345606165484,0.9250177326619454,0.9013104927144484,0.367,0.7765939257181219
0.8537904143218897,0.7806137828075991,0.895,0.9257786253377998,0.8586965453834735,0.9073006741966434,0.459,0.1537681690989709
0.3830127117345893,0.3389763857707553,0.48,0.6330601869722627,0.5117214294925698,0.5795370459282212,0.298,0.3159789057017956
0.1398346319634055,0.0331515616139714,0.046,0.18195609068446172,0.15378353445086665,0.12409087054204426,0.288,0.5418438228636026
0.30102825804777855,0.3458816009544507,0.257,0.6478071308217396,0.6816708719881,0.6201767194993045,0.284,0.007698967367945168
0.4220046078115667,0.38953463691106543,0.498,0.7197989066315242,0.6427372257526766,0.6989284291118748,0.261,0.3159789057017956
0.022265490069572236,0.04132847062169302,0.059,0.2647715595434983,0.2444443898992686,0.2016701150264144,0.329,0.7765939257181219
0.044995647219883805,0.04689406631857177,0.03,0.30226485632460215,0.3315001294139601,0.2382313797947404,0.293,0.06486038947190344
0.5728310563621413,0.40609508888036533,0.482,0.7502201976950854,0.6988549396744671,0.7331127180657991,0.431,0.06486038947190344
0.8379309925799541,0.8066145015657498,0.846,0.918117642368327,0.8875228548406722,0.9192397430014986,0.29,0.3159789057017956
0.5520440505425395,0.4126278954274039,0.512,0.6927610396506563,0.6077513094548629,0.6695127471506312,0.247,0.1537681690989709
0.604551074123864,0.6101482883260161,0.679,0.805218173534151,0.7638597037907403,0.7736191871749938,0.298,0.9426118451675107
0.9086717123045213,0.779708989358283,0.917,0.9627226527374726,0.8837747421911202,0.9704477490946828,0.395,0.3128262607851759
0.18681205000037215,0.27434467443213917,0.241,0.406167548870626,0.4408610699696258,0.3427701345892671,0.302,0.1537681690989709
0.5294718843815327,0.6513382271590553,0.557,0.7737750996860477,0.8272639668192614,0.757560522860451,0.371,0.7789297476370726
0.03403171222667245,0.06477067348890463,0.087,0.32293412766854535,0.2964324269959697,0.25745172260544424,0.353,0.5451678456434617
0.22874093317991984,0.2489228439117809,0.252,0.6191454054017375,0.6024669989127204,0.5717221435260491,0.37,0.3128262607851759
0.31063790239276856,0.6402828398721261,0.418,0.6753480639468954,0.80912783197728,0.6307330706330934,0.234,0.06486038947190344
0.24999609498692077,0.2700909789772749,0.25,0.6210489059552069,0.639426899786507,0.5887998421838561,0.339,0.3128262607851759
0.32126299265650915,0.18851283169682923,0.325,0.5933846351794909,0.4646822068354922,0.5386830486464154,0.276,0.31913429661302434
0.7011757963188567,0.8001188884811078,0.732,0.8709937406687203,0.8984020208026651,0.8663301012145405,0.388,0.7789297476370726
0.4837952742346656,0.7153185963295008,0.563,0.6792604656155399,0.7918459200736658,0.6530287570149056,0.298,0.5385059176838712
0.4851147975578134,0.48512421541602935,0.547,0.7632297652274331,0.7094083052852345,0.7287013670423799,0.364,0.7835374863669613
0.17462731104606255,0.07399651045600443,0.092,0.27253582661531184,0.24132787846882559,0.21151805028803827,0.3,0.5385059176838712
0.8620975622597802,0.9858363695673944,0.906,0.928473394853432,0.9919805513798993,0.9305672385556959,0.448,0.7765939257181219
0.1311016032554253,0.09333116488926779,0.101,0.3335158478069137,0.31169684090815164,0.27131527134901967,0.29,0.9426118451675107
0.6958226272943271,0.5483013575381878,0.717,0.8565765758052456,0.7843805695357493,0.8521350234326658,0.322,0.02380629535406692
0.9193618754353259,0.8907708274561539,0.929,0.9500427904117779,0.9215843909875443,0.9328354433591086,0.363,0.3128262607851759
0.581900227196068,0.7727336395821995,0.635,0.7466580647735002,0.8453710683910322,0.7282574752472412,0.352,0.5385059176838712
0.16376516056239632,0.17554681874343947,0.223,0.5044383135674149,0.4609636530446696,0.4617504258067611,0.399,0.3128262607851759
0.5404315140107081,0.605948646882241,0.612,0.7785912637603976,0.7713014135723699,0.7646642631684424,0.358,0.7765939257181219
0.9443658704254497,0.9779798230217491,0.943,0.9714741143667225,0.9886468103538926,0.9800661932834513,0.368,0.5418438228636026
0.8881497727361403,0.9392194654471446,0.901,0.9470415541382331,0.966757391295652,0.9506015137140156,0.313,0.7765939257181219
0.07276428219599662,0.15337539730072292,0.126,0.4440218165423151,0.4695633312135781,0.403119450763944,0.286,0.5385059176838712
0.6520091134488504,0.687973202187642,0.659,0.7652508768464659,0.7871060588630069,0.7496189706891402,0.327,0.9450087232134086
0.04920944685140949,0.10269217371854732,0.113,0.3863786789328869,0.3644916158783902,0.33605466622891045,0.317,0.7812442219142368
0.027551367585381792,0.039903268212528493,0.058,0.25928205490349543,0.22603375089480665,0.2098877804630248,0.352,0.7789297476370726
0.6373628373301771,0.7727809224495492,0.649,0.7526347813478383,0.8358089300691499,0.7324863112811383,0.235,0.7765939257181219
0.9927245563620555,0.9937846630824418,0.995,0.9966510049853,0.9966380260001091,0.9938204123095891,0.357,0.7765939257181219
0.636650371970667,0.47956516598881727,0.712,0.8355687931346493,0.7084029137711525,0.8076211443350672,0.428,0.3128262607851759
0.4448700803285921,0.6636028158358729,0.543,0.6736121514977071,0.75368829126227,0.6535201890562736,0.423,0.15598217618332708
0.6824128241063403,0.7335317459244841,0.689,0.8462180423340029,0.8720747812170887,0.8191626330367807,0.371,0.02380629535406692
0.6452966698386241,0.585345629453433,0.642,0.8236058542355459,0.785497345098886,0.795527234069189,0.291,0.3128262607851759
0.4246233684826599,0.6171786611044381,0.514,0.6873901813893809,0.7502464890823908,0.6613385860996673,0.245,0.15598217618332708
0.6856174800606352,0.593638272824409,0.702,0.854594484444693,0.7929245194633779,0.8279830669155237,0.325,0.5385059176838712
0.9494700720864444,0.9718291025926127,0.931,0.9754230644257456,0.9884412471209361,0.960865916757732,0.33,0.7789297476370726
0.4619370372604128,0.6085151597983425,0.483,0.6233799245333905,0.7209500270639793,0.5756841897109641,0.404,0.007920753628519139
0.6709277158435321,0.39464723650782224,0.593,0.8274908133000614,0.7243433694201311,0.820567826936936,0.296,0.02380629535406692
0.6622803683838562,0.688864002072789,0.6,0.6803471522929525,0.7487282199979763,0.6585625385346691,0.225,0.5418438228636026
0.061258954265158816,0.13560589997692438,0.088,0.208006257527097,0.26795292885666494,0.14508394346518028,0.286,0.3128262607851759
0.4054295317356953,0.548991133198578,0.498,0.7289681968718329,0.7658369154396876,0.7076259031250494,0.302,0.7765939257181219
0.2774476014301075,0.25668351424305236,0.335,0.660442193008397,0.5969428180959732,0.6181001162259747,0.355,0.7789297476370726
0.5897971916066497,0.7904787966644762,0.585,0.6890786592056415,0.8400674203158832,0.6642886719512712,0.411,0.1537681690989709
0.63656056370052,0.6276879020942019,0.578,0.8273688904988818,0.8371364677620489,0.7961278984324149,0.335,0.06486038947190344
0.985525268026387,0.9702075145446167,0.99,0.9927921743844272,0.9825676615349405,0.9994734666246232,0.346,0.7765939257181219
0.09285664729593779,0.08670221161528545,0.048,0.3835199824688711,0.41917945861207184,0.32896341402333495,0.371,0.5517738231643532
0.5112519504980129,0.713451432933073,0.442,0.7454338468278394,0.8690075848729181,0.7259941105788991,0.381,0.06609348855845944
0.01909253719628612,0.011114482064970139,0.015,0.2620141831814905,0.24230756461143615,0.21120425169959567,0.282,0.1537681690989709
0.30891825183121124,0.39918375988685134,0.269,0.6208788487361626,0.6972442217275415,0.5897792049426192,0.355,0.5385059176838712
0.8176872398093971,0.6085115568420219,0.721,0.7369396605575642,0.6185168829064399,0.7002335664992954,0.35,0.3159789057017956
0.7021233294139526,0.7934385870395773,0.713,0.8574704005734808,0.8842903402649573,0.8327634656918754,0.312,0.5418438228636026
0.9393579671350644,0.798679044717757,0.926,0.9565178701710584,0.8616059290966384,0.9613919801003514,0.294,0.7765939257181219
0.5942592128248643,0.6117002964376252,0.619,0.7548591943337447,0.7539253101958017,0.7389903422536831,0.434,0.32229220147929827
0.027343081004536196,0.007229537986589058,0.012,0.12260703872853676,0.10936776028987516,0.07467452393799001,0.332,0.5418438228636026
0.4384392438204908,0.5302692300969278,0.552,0.764906652931694,0.7361045204687836,0.7481785902261613,0.283,0.7858096791434573
0.833055863778187,0.8377715064688961,0.832,0.9093045155939237,0.9091551199109744,0.8895297698875222,0.356,0.7765939257181219
0.6676989772788156,0.7459988206050222,0.716,0.8565179556463269,0.8758627520772903,0.830512271532498,0.34,0.7765939257181219
0.8270929850590707,0.7733286771744473,0.87,0.9095726071690902,0.8598289523363596,0.8889017734362261,0.326,0.02380629535406692
0.44219440484644235,0.7574045074323639,0.524,0.7400071731693871,0.86353522122087,0.7031891516885418,0.283,0.1537681690989709
0.6319657714898699,0.88234121261318,0.725,0.806682331308736,0.919760098067204,0.7969893375795479,0.396,0.3128262607851759
0.5521432547085696,0.539730775078502,0.546,0.7990486330866249,0.7950004139150382,0.7858153354359448,0.36,0.3128262607851759
0.16371436424021457,0.2661881452071404,0.215,0.5582860281819322,0.5862914604419907,0.519473633299918,0.283,0.1537681690989709
0.1388898455824964,0.14208666619832794,0.165,0.30713428787248015,0.2701370021381686,0.23949762957208987,0.273,0.7765939257181219
0.20618144412019002,0.25430333891205537,0.276,0.5750398040847523,0.543429092143323,0.5290799518582054,0.38,0.7765939257181219
0.3179965852182467,0.2640509461640146,0.282,0.6365546058053565,0.6115923808438011,0.6062262717462774,0.363,0.7789297476370726
0.9175070539365763,0.9700597302607059,0.901,0.9578035234590954,0.9879308109134115,0.9627578378880433,0.281,0.3159789057017956
0.042635750536985983,0.08491959656159248,0.068,0.31663159315756245,0.3405833333634013,0.2540773752710177,0.264,0.06486038947190344
0.7503425894937276,0.7822463223588266,0.756,0.8709653359747422,0.8854942146534461,0.8662366241246499,0.353,0.1537681690989709
0.6220173523261171,0.47963235908224183,0.621,0.7840306703647012,0.7040276410381201,0.7479300633909756,0.26,0.3128262607851759
0.25173063864626377,0.171050714576999,0.133,0.40660719109521837,0.4479473111771477,0.3452952431405951,0.28,0.06734025469295887
0.0035016593220105197,0.024320816291646428,0.025,0.08973711273039625,0.10706381887117268,0.04702114757723108,0.368,0.02380629535406692
0.620921974677929,0.776897743271727,0.696,0.8037913721732967,0.8575005996689116,0.7910068376907181,0.331,0.1537681690989709
0.53003949784119,0.6260380382826559,0.578,0.7552711382250268,0.7730664854547614,0.7381937913776883,0.324,0.5385059176838712
0.8070909734981491,0.7077300749965391,0.753,0.8238735926567204,0.7775898683653566,0.7962874301318279,0.346,0.7789297476370726
0.007446522764049002,0.03219743476078372,0.032,0.23941468725930437,0.25205606118536183,0.18279110589795255,0.43,0.5385059176838712
0.04604460904696683,0.038688817618321165,0.048,0.19262106634512127,0.16413342616622645,0.13509300404185587,0.331,0.5385059176838712
0.17955700635229443,0.24527926073488399,0.219,0.5670699716817273,0.5714019751941883,0.514870115988495,0.374,0.15820936014037157
0.626564627024541,0.806068365787378,0.7,0.8164431402051776,0.8903229350665165,0.7851630193510397,0.373,0.15598217618332708
0.8945852848497937,0.7126681957250272,0.895,0.9558810691675735,0.8749574765156446,0.9426302035126095,0.412,0.7812442219142368
0.7948902385629588,0.8976440606141358,0.829,0.8775453442033297,0.9321481750903773,0.8548123831004373,0.265,0.02380629535406692
0.32017525387956214,0.7206142634574857,0.419,0.6797447236730323,0.843063414835992,0.6551708033811504,0.394,0.7765939257181219
0.40798271232040084,0.4188284190045342,0.451,0.6960550160463912,0.6725972271755991,0.6710846727972269,0.411,0.7789297476370726
0.44157922566532126,0.5067424530505047,0.48,0.6994493246026089,0.7245158647279538,0.6592575571533925,0.358,0.7765939257181219
0.8935291324894201,0.9310429589748179,0.893,0.934465681388142,0.9588141475337353,0.9365672181162085,0.367,0.5385059176838712
0.9976531049258638,0.9120704174089403,0.998,0.9990026930268976,0.9476977496598173,0.9925619865496336,0.417,0.1537681690989709
0.06634118978190229,0.10964476759682586,0.142,0.4344256207762778,0.4076909929449155,0.3849153657573378,0.352,0.007698967367945168
0.8460267039336178,0.9190025688517559,0.84,0.9281647463087546,0.9632587798731356,0.9101842059777505,0.291,0.7765939257181219
0.8180383813048723,0.9437547782306231,0.874,0.9295830360894755,0.9712831512925674,0.9124681792452811,0.379,0.1537681690989709
0.9227249669300761,0.9726707325990492,0.939,0.9522400088197482,0.9828547181428194,0.9353849472091893,0.269,0.06486038947190344
0.6691577492811016,0.8677586995729514,0.752,0.8438365685061013,0.9245465484502182,0.8165791391023502,0.243,0.5385059176838712
0.40997808667298763,0.22979074503218028,0.298,0.6036452445509378,0.5518924217023486,0.555221454453203,0.231,0.3159789057017956
0.04518062417110036,0.04820251676937959,0.043,0.3674653868602875,0.3456128329999133,0.30316829639117326,0.401,0.3128262607851759
0.15267088930961514,0.19423042815527577,0.131,0.3354922747649063,0.3764030099356117,0.2763957120274678,0.329,0.7765939257181219
0.3420546358894231,0.376981978255167,0.378,0.6476652106360297,0.6449349860997243,0.6200376516815754,0.305,0.7765939257181219
0.09407999170792614,0.059274415025400075,0.104,0.3706569828922903,0.308713228852453,0.32353699527658614,0.361,0.7765939257181219
0.764565003786692,0.82333376562824645,0.714,0.7641449201486673,0.8535326112429429,0.727577787271142,0.323,0.5418438228636026
0.6679972590845804,0.5538901291815407,0.669,0.8033862895915032,0.7292024394379106,0.7733935860287229,0.29,0.3128262607851759
0.6372768519619778,0.6826413078426006,0.647,0.7799544460151179,0.7852199404121352,0.7672225573425437,0.309,0.3128262607851759
0.7121235563904246,0.7647943674021878,0.724,0.8590190968865388,0.8830191794503566,0.8536778379436997,0.479,0.3128262607851759
0.402632413763539,0.46299807659283926,0.535,0.7591868680846068,0.6952085373367107,0.7398763303527226,0.3,0.5385059176838712
0.8618789246347115,0.8628145065495941,0.875,0.9389893927470829,0.9268324142172547,0.9221750192087985,0.433,0.1537681690989709
0.6009153853566407,0.5431229468603251,0.657,0.8026480999283454,0.7240272884813594,0.7688079168823676,0.312,0.7765939257181219
0.6483103504658012,0.5564789360975981,0.637,0.8300836170064164,0.7819206089764432,0.8204793340324601,0.29,0.5385059176838712
0.7684784086549605,0.729971923285433,0.81,0.8586949300729103,0.8176900964744787,0.8523769352785519,0.343,0.5385059176838712
0.12094831122118921,0.10595197381329054,0.147,0.2584995878233689,0.21249501601970028,0.1977830688559108,0.396,0.3254523899863283
0.6884736957355329,0.7153109090582503,0.733,0.8289665327087536,0.8024774701865671,0.820690317920866,0.368,0.7765939257181219
0.5990990788498143,0.601869545928617,0.667,0.7549353392112724,0.7192153136079549,0.7166707487645696,0.351,0.5418438228636026
0.6916943514064702,0.7642052074695747,0.694,0.8601426974655818,0.8927029998025175,0.8527826315129827,0.333,0.7789297476370726
0.718467606792782,0.7218708826664442,0.751,0.8595094615874375,0.8523433855301026,0.8540091265223408,0.362,0.5385059176838712
0.053428275631141275,0.11909525926298188,0.136,0.4030069894964292,0.3736836694985993,0.3506194182039845,0.283,0.31913429661302434
0.4858236380271609,0.5297666759533805,0.602,0.763309116209657,0.7136886277991508,0.7274338601819446,0.344,0.5418438228636026
0.9985696138870241,0.8171926890850303,1,0.9992920906362701,0.9078709266810134,0.989281629182182,0.364,0.15598217618332708
0.9931838804186996,0.9298193398619687,0.985,0.994281138395449,0.9565391556959846,0.9837288579659835,0.321,0.5385059176838712
0.8305949992425634,0.631150618725103,0.801,0.8507883757766298,0.720988480294638,0.8223725827712449,0.378,0.5418438228636026
0.9263520501520345,0.9587453510346756,0.946,0.9664785504903117,0.9778355363784473,0.972962587036369,0.376,0.3128262607851759
0.34412149139922965,0.4170411371367195,0.389,0.6841291752539236,0.6923418338603933,0.6392749744157629,0.344,0.3159789057017956
0.14816634582949995,0.3777554803776473,0.31,0.4879089294590693,0.554092375170376,0.444993859313187,0.348,0.5385059176838712
0.10794751205571274,0.1382507578736837,0.121,0.4573726918828277,0.49942594080447056,0.40738683922234425,0.354,0.5385059176838712
0.20767180648541372,0.2564612014436524,0.334,0.48525267873016587,0.42165349895805126,0.44096258470167055,0.376,0.06486038947190344
0.6839633446323712,0.7497478243187029,0.706,0.7747220398760297,0.8164482643998761,0.7603824063156367,0.293,0.5385059176838712
0.06775956441126518,0.040230795034536485,0.056,0.415863541266421,0.3878171245588614,0.36976620636764684,0.333,0.7765939257181219
0.7911750424343454,0.9008879286633248,0.783,0.9084826157887098,0.9617285364273824,0.9102021008855572,0.297,0.32229220147929827
0.23136929602111478,0.347755294827924,0.297,0.5981302421547072,0.6356820750381496,0.5499389561359402,0.223,0.06486038947190344
0.03146085533757259,0.03613295967030681,0.031,0.16871515482178182,0.1604183370845923,0.11233704923250198,0.236,0.1537681690989709
0.8453892876683695,0.9272744195227433,0.858,0.9261744673912283,0.9650432139925647,0.9275178883496156,0.284,0.5385059176838712
0.6047102270399964,0.5476634392841664,0.643,0.7718957422204815,0.691048467194746,0.7581212837406427,0.386,0.5385059176838712
0.09727922228294505,0.06316830616567091,0.077,0.44793792513103836,0.4132186939565393,0.4028055253917815,0.323,0.7812442219142368
