p_meaca,p_mrgse,p_sigpath,p_camera,p_camera_R,p_gsea,p_qusage,p_plage,p_ora
0.9302079511127592,0.8553861186530665,0.849,0.9261970764738258,0.9322281183084242,0.40216783216783214,0.8200809102874338,0.341,0.5385059176838712
0.9183306824071795,0.9717798374084206,0.991,0.9952579606872421,0.9828651171811813,0.3695804195804196,0.878215989070595,0.386,0.06486038947190344
0.5197738218310664,0.41159490225711376,0.532,0.7137444432521403,0.6503631408958411,0.4146453546453546,0.4383850998623102,0.381,0.5385059176838712
0.8970183500877514,0.9231762999601607,0.79,0.8886715966504688,0.9503559130140697,0.386033966033966,0.8437310868430288,0.274,0.02380629535406692
0.44050498602992194,0.7278442269076262,0.742,0.8047172439632977,0.7876767866857195,0.3467332667332667,0.33065080348533726,0.293,0.06609348855845944
0.9400283261132,0.7949037154853789,0.663,0.8620455303785146,0.9119558911746088,0.37489510489510486,0.7648537542599494,0.366,0.5451678456434617
0.6771265813110008,0.4038935896576459,0.36,0.6233860133784628,0.6489823580399943,0.4215284715284715,0.6127507856078998,0.375,0.3159789057017956
0.5030259736824678,0.030049737329942375,0.027,0.06940487541285106,0.08138416516041755,0.3908091908091908,0.38022578305514676,0.314,0.5385059176838712
0.9122047363496396,0.541945565140312,0.522,0.6507153550372271,0.660895195224617,0.3313486513486513,0.8559206861823203,0.239,0.5385059176838712
0.5537832279871964,0.1961726104786522,0.196,0.34107217590143746,0.33897788924853633,0.41354645354645353,0.26300000464417755,0.41,0.5385059176838712
0.8500636989336046,0.37548783352471854,0.378,0.6470291437218878,0.6273382868355766,0.3886113886113886,0.7960900620872259,0.345,0.5418438228636026
0.6905168406467698,0.7349355622746239,0.913,0.916549336587618,0.8352179213085339,0.3827972027972028,0.5626769654809298,0.221,0.06734025469295887
0.8218505151602613,0.6262532907070019,0.713,0.8058164864255675,0.764104821115683,0.36998001998002,0.7738006331118303,0.27,0.3128262607851759
0.8997900341547028,0.6192540064442226,0.735,0.7842817886536864,0.7143400513733629,0.38359640359640357,0.8555337880369651,0.375,0.02380629535406692
0.7970582970140988,0.37997845378283457,0.488,0.7399120328984258,0.6750650547730824,0.39904095904095904,0.617473702321216,0.359,0.3128262607851759
0.8584147884900188,0.7888018626460925,0.827,0.8840132049829057,0.8598583465260643,0.3821178821178821,0.7646082739109237,0.317,0.5385059176838712
0.7254781938194049,0.46514101525190954,0.492,0.6958594404639904,0.6835478251443274,0.3597102897102897,0.684417022755712,0.37,0.1537681690989709
0.9190087731680702,0.5560505132118854,0.591,0.7564529909055975,0.7410338198236543,0.3867732267732268,0.9050065920010921,0.361,0.9426118451675107
0.9998207718779253,0.7068648627550116,0.939,0.9133467652712781,0.7638567146727133,0.3786713286713287,0.9898306335806271,0.372,0.3128262607851759
0.9527016757479231,0.5373031472013664,0.666,0.7942897244625091,0.7387280122119972,0.3574925074925075,0.9216710912195849,0.348,0.0022929272664544563
0.823306002855068,0.40535949231640356,0.442,0.7519550282470936,0.7418922184377077,0.36885114885114884,0.46632609676631076,0.311,0.7812442219142368
0.8812960194428839,0.628053168202374,0.866,0.913233500043986,0.8209666004293664,0.3642757242757243,0.7889985699492619,0.313,0.1537681690989709
0.9546557572818563,0.32709780951326306,0.327,0.627247919935795,0.6141340191200717,0.37252747252747254,0.9325091500977893,0.36,0.7765939257181219
0.680169245858308,0.7870506503960305,0.81,0.9020232335263113,0.9060780198674999,0.4536363636363636,0.12419791486681242,0.256,0.1537681690989709
0.9104641453296713,0.9902478574488376,0.98,0.9868513326153954,0.9936633825028895,0.36574425574425573,0.8761360452485489,0.346,0.7765939257181219
0.6412968545543334,0.11671920170764456,0.127,0.2676398887958963,0.250477108754342,0.4244055944055944,0.5049896323392844,0.359,0.3128262607851759
0.5460224728048051,0.5812989738222977,0.533,0.7761459900407148,0.790284213625813,0.3856843156843157,0.35727718880322845,0.364,0.02380629535406692
0.7463895059893206,0.33069408575598946,0.417,0.6525037734713444,0.5959974184573895,0.387962037962038,0.7028180276046213,0.392,0.7789297476370726
0.7648031942445079,0.44864264149169086,0.418,0.5989547594664485,0.6158228856165577,0.39190809190809184,0.7156095701237628,0.444,0.7765939257181219
0.7228986313321535,0.32260683009909935,0.312,0.6374894496581744,0.6488853448245079,0.3825074925074925,0.14061736074917022,0.332,0.1537681690989709
0.7533980961018361,0.44876288685106247,0.48,0.7163966342199573,0.6918783836486411,0.4248751248751249,0.5473218130304482,0.372,0.7765939257181219
0.9008074196592488,0.24070587744511548,0.156,0.5028557284998415,0.5458238721227788,0.3960539460539461,0.8292998310658208,0.304,0.1537681690989709
0.6172134951792121,0.6404706884782465,0.639,0.7808038012713204,0.756245599209554,0.4201298701298701,0.6483380456058916,0.398,0.7765939257181219
0.8512349866883545,0.9444719135008667,0.912,0.9471677919531225,0.9657402256485721,0.400979020979021,0.8052062520372123,0.302,0.9426118451675107
0.532152099015945,0.044238399398192116,0.047,0.40676904440527295,0.4076133624448318,0.38523476523476524,0.04041641700544544,0.241,0.5451678456434617
0.7934202140232303,0.21162120293982056,0.238,0.5348383859506278,0.48577601057660347,0.4104295704295704,0.6600447400636293,0.256,0.7789297476370726
0.5332013137890237,0.2277717037764683,0.157,0.47906470948470103,0.5246530163821181,0.3491008991008991,0.3099652934428967,0.353,0.7765939257181219
0.6790633140357909,0.5497362968596595,0.649,0.758004958852862,0.7067241661325854,0.41064935064935065,0.5214756254280308,0.336,0.5385059176838712
0.9294747337679494,0.8299874434889525,0.703,0.7824539754892992,0.878337587130102,0.40388611388611384,0.8816311272907202,0.247,0.7789297476370726
0.6374258838409128,0.5185352470234068,0.38,0.7214896275440948,0.770147504675307,0.4054045954045954,0.3886750309010857,0.318,0.3128262607851759
0.06434773551241013,0.0703621848329515,0.053,0.19701025610536765,0.23383254879398369,0.4157542457542457,0.015866334093676868,0.305,0.5418438228636026
0.8433867506015236,0.703060147091688,0.809,0.874804472015758,0.8085747802699687,0.39441558441558444,0.8058445205040539,0.325,0.15598217618332708
0.9841684673539568,0.746384758315044,0.603,0.849626331618476,0.9001578184572735,0.3853846153846154,0.9431940905323652,0.295,0.1537681690989709
0.668784308408237,0.7761480430764042,0.923,0.9474239171727472,0.8509256689683661,0.36905094905094904,0.5401507625347923,0.3,0.7765939257181219
0.9117442126018332,0.9843947136482762,0.927,0.9700866359676873,0.9925346610653377,0.4066533466533467,0.7989582028496696,0.341,0.1537681690989709
0.6287297780269081,0.1060264973340945,0.149,0.4252927388462998,0.37912816678402583,0.36145854145854145,0.3780419468032852,0.431,0.02380629535406692
0.918192196624412,0.9775363317218327,0.881,0.9287309888347222,0.9848890986638668,0.40413586413586416,0.8718179626069343,0.357,0.7812442219142368
0.8881097437462756,0.9180585726310093,0.959,0.9636898285700791,0.9517422032850237,0.3802097902097902,0.8213673057280895,0.338,0.3128262607851759
0.6951798035176079,0.05136537483962997,0.085,0.46508839670754865,0.40836316322914623,0.41154845154845154,0.2996239901271132,0.347,0.1537681690989709
0.9247419256154955,0.8868533043004317,0.876,0.9306050435796256,0.9338065157975413,0.40471528471528473,0.8505166373554731,0.371,0.02437363612997934
0.5980117524279798,0.8689337641075481,0.682,0.8608235687183159,0.9353983787440961,0.3546853146853147,0.4567187698174944,0.426,0.3128262607851759
0.9678671900828597,0.19478642395234186,0.245,0.46286516045190973,0.4321943405090667,0.3874625374625375,0.9626988756175353,0.343,0.3159789057017956
0.92098645784825794,0.7638242900268659,0.959,0.9930114997550232,0.8212744834969036,0.37054945054945054,0.9137363055622149,0.323,0.3128262607851759
0.7384300169613338,0.6926670514389126,0.649,0.7755835468035247,0.7928984861017734,0.38359640359640357,0.6338941161443239,0.321,0.1537681690989709
0.9068877451089116,0.7977248290812484,0.913,0.938238111206963,0.8813935243259803,0.39856143856143855,0.8485722626854615,0.33,0.3159789057017956
0.8773288019617648,0.4896559973441176,0.424,0.7258014164981647,0.758158693514463,0.38422577422577425,0.6936761029631078,0.313,0.06486038947190344
0.543703706553572,0.3986541821188797,0.357,0.5278594221865992,0.5570287033579944,0.39199800199800205,0.5710117911721023,0.383,0.15598217618332708
0.4475942934277035,0.2852084631364997,0.249,0.5155672300407784,0.5471676429486954,0.3911988011988012,0.22407163024022686,0.34,0.7765939257181219
0.6333273279390599,0.12735337472617722,0.155,0.3684223029918815,0.3382691799554439,0.36974025974025976,0.44258837350296476,0.383,0.7835374863669613
0.5258517117658297,0.11619202681724036,0.098,0.47185573341160103,0.49174239441928635,0.36147852147852144,0.11054773813033587,0.394,0.7765939257181219
0.6360484779996998,0.2698495397230964,0.334,0.6094609775753497,0.551726002963149,0.39595404595404593,0.48534537866329264,0.312,0.5451678456434617
0.9924231637948763,0.9874341560352587,0.943,0.9766373860635147,0.9942702407019395,0.4131868131868132,0.979081341439545,0.332,0.1537681690989709
0.8672054579789683,0.17990808055336033,0.162,0.5761416832676685,0.5670427228524046,0.38147852147852146,0.44619178678415783,0.324,0.06486038947190344
0.9561250914255152,0.758262396207697,0.662,0.8033311361172816,0.8429838299445269,0.3734465534465534,0.9093520951294594,0.292,0.15598217618332708
0.6379490665919959,0.6523214786414049,0.671,0.7944951793557397,0.7919250925522392,0.3784915084915085,0.4981394807970059,0.348,0.1537681690989709
0.3751977661032796,0.08880807561154204,0.078,0.4021332593197591,0.4200689402903416,0.3756243756243756,0.03679119345501446,0.388,0.3159789057017956
0.863187410448012,0.9949430892917426,0.938,0.9766588788719797,0.9969258502117004,0.4094105894105894,0.7533500049567436,0.253,0.9426118451675107
0.6930461217872776,0.16282784755676252,0.173,0.3998066094841164,0.38213046579996557,0.3768231768231768,0.5809269418563574,0.249,0.1537681690989709
0.64989953449881,0.217291734194693,0.175,0.5983849205960724,0.6203493299957309,0.40915084915084915,0.07236481659818489,0.428,0.3128262607851759
0.7306620696338297,0.35387724672760124,0.285,0.6219985157751731,0.6520464185162378,0.36947052947052944,0.5355219468303358,0.289,0.3128262607851759
0.776645752197634,0.2334788516438045,0.21,0.46352524795527617,0.46191226575950506,0.3763836163836164,0.7143972125339455,0.335,0.3128262607851759
0.9968119765281475,0.8785515615577123,0.934,0.9737859950565539,0.9311617149201002,0.39715284715284715,0.9972295610194073,0.327,0.5385059176838712
0.7419559480189624,0.4029692410372789,0.38,0.6651160387707764,0.6715742489493166,0.38308691308691306,0.5377784147546955,0.214,0.7765939257181219
0.43354650296762,0.5136843346235005,0.449,0.6489603502259093,0.6959750343376767,0.3641058941058941,0.43438371076786214,0.398,0.06734025469295887
0.8704126472554277,0.7797761471586828,0.813,0.9170798251814272,0.8934203663476556,0.35913086913086906,0.6906128397332696,0.32,0.7765939257181219
0.9983490806139992,0.5363628157125031,0.505,0.8098847226725359,0.7934683737231625,0.36552447552447553,0.9957225383515771,0.278,0.5385059176838712
0.9705779309225029,0.8912510416698508,0.982,0.9875173180148549,0.9555293107785379,0.40467532467532463,0.9111284586190855,0.358,0.1537681690989709
0.8199076720882619,0.22610872425420533,0.285,0.5801292196945753,0.5384329935622204,0.3825774225774226,0.6993392392541995,0.348,0.5385059176838712
0.8980826215460834,0.5968917376876847,0.597,0.7446306117618282,0.7397640417515934,0.400989010989011,0.8593145585277944,0.405,0.5418438228636026
0.4275392226486956,0.02170637459270666,0.033,0.2860414201808594,0.24546997303744855,0.3575024975024975,0.25704237186256007,0.28,0.7765939257181219
0.8844487497017606,0.8038927374239646,0.765,0.879543291503738,0.9087674352139977,0.3944855144855145,0.6910120864653664,0.325,0.15598217618332708
0.8036546176108212,0.7174490877142141,0.87,0.8912780864697805,0.8098775596578223,0.38175824175824175,0.7339176572528558,0.36,0.15598217618332708
0.907093739457692,0.9086129374675866,0.949,0.9575125451727682,0.939267828199166,0.38254745254745254,0.8934381612256358,0.31,0.7812442219142368
0.9419983891366558,0.9851791984552136,0.745,0.8040021704734464,0.9870598723108304,0.432017982017982,0.9177010981651164,0.302,0.3159789057017956
0.5299953211099802,0.12909073840330698,0.204,0.50337051336076,0.43644490101082456,0.3608891108891109,0.33444130625075924,0.292,0.007698967367945168
0.6094346499933487,0.9722848106159736,0.888,0.9544097733804594,0.9863693499034937,0.3816683316683317,0.5827334425786344,0.292,0.7765939257181219
0.754687294700607,0.13939223023586908,0.122,0.5599801281646479,0.5592346885208472,0.4055844155844156,0.3080947851805209,0.302,0.1537681690989709
0.599956005774213,0.43420738957456273,0.308,0.5979617302986262,0.6571034740035062,0.35210789210789206,0.5211955022968033,0.41,0.3128262607851759
0.8079313859893009,0.49788923041317174,0.49,0.7250782827806652,0.7310360778430718,0.3941758241758242,0.6588160194692081,0.335,0.02380629535406692
0.5879413587772717,0.16986740564838373,0.221,0.530582807482013,0.4887266245158792,0.3620879120879121,0.10819771398471684,0.322,0.3128262607851759
0.8897662607391248,0.8446968891972254,0.885,0.9360977508555713,0.9133874267677206,0.3790609390609391,0.8185124281162683,0.304,0.7765939257181219
0.9887963469832716,0.9343954375539922,0.935,0.9447848106933483,0.9523910735426604,0.3960939060939061,0.9976229148319002,0.311,0.15598217618332708
0.3638781888526169,0.04145626829646753,0.035,0.2553007971582745,0.27634661332858185,0.3727172827172827,0.2068754423092627,0.313,0.7765939257181219
0.5457451290533475,0.6590421818383874,0.713,0.7914360811827393,0.7663572497932463,0.32301698301698306,0.4871330971514982,0.204,0.1537681690989709
0.850732970432651,0.7095766106184428,0.765,0.8196821127535349,0.779660926385475,0.3430969030969031,0.7688187333016443,0.319,0.15598217618332708
0.20868678455168266,0.0073645652362393415,0.011,0.09952076522156925,0.09853171497546317,0.39690309690309694,0.10180615480891476,0.35,0.3128262607851759
0.9952795009201196,0.13768750675747113,0.119,0.36525505593573093,0.3704864816238792,0.42742257742257744,0.9950715415059166,0.377,0.31913429661302434
0.8519269002015867,0.6344379946174923,0.604,0.8156977431469413,0.8232816172714316,0.3868831168831169,0.7883816821628157,0.288,0.3128262607851759
0.7306330430013955,0.08063092467194807,0.091,0.4643780775322074,0.44855848882895744,0.3780519480519481,0.23358415015090467,0.337,0.1537681690989709
0.714725090850807,0.3985304830613626,0.466,0.6679701225494394,0.607029924634135,0.3986213786213786,0.6009390457836932,0.352,0.3159789057017956
0.6481922571870053,0.5464914513155386,0.589,0.8117333865029731,0.78264244812462,0.410949050949051,0.3843578526031073,0.298,0.5385059176838712
0.6383547422514038,0.139585248136502,0.165,0.525338345551321,0.47863213762390744,0.4043256743256743,0.24916404660559105,0.279,0.3128262607851759
