"meaca" "meaca_n" "MRGSE" "SigPathway" "CAMERA_ModT" "CAMERA_Rank" "GSEA" "QuSAGE" "p_ora" "testSetCor" "interCor" "backSetCor" "status"
0.244231371809338 0.244231371809338 2.85575358223413e-12 0.001 0.151582609211709 0.138970352766073 0.281418581418581 0.171900894003494 0.0508443714602505 0.10684671187802 -0.00154684193922963 0.0484625227120226 "up"
0.251564195913375 0.251564195913375 3.21016646567494e-10 0.001 0.172809096847227 0.162846032244025 0.398991008991009 0.196910400620599 0.867369121436563 0.0971507874358679 -0.00445689702426868 0.034108062229374 "down"
0.00046227362616591 0.00046227362616591 4.96908590295258e-55 0.001 6.15210892956648e-05 0.000545442967005807 0.000999000999000999 3.63822258092093e-05 0.0508443714602505 0.0872394983312837 0.00178332449504698 0.0509874850935345 "up"
0.226361960830759 0.226361960830759 3.72090835289491e-07 0.001 0.173756710164752 0.203163487655379 0.173306693306693 0.188204151990562 0.0154941754524976 0.0754846707430553 0.00220825248842256 0.0382400805231759 "up"
0.121021672800465 0.121021672800465 2.1458887356422e-17 0.001 0.0773839386175467 0.0881042784003026 0.234425574425574 0.0929683077840834 0.867369121436563 0.11832969180714 0.00538480228294353 0.0464284920613511 "up"
0.38370527019257 0.38370527019257 4.24909837243355e-08 0.001 0.258399002464869 0.277552836465215 0.412467532467532 0.289112448431922 0.323305357207158 0.124250135463477 -0.00601234275790194 0.0676710924526916 "up"
0.139258776199516 0.139258776199516 5.11368168261656e-13 0.001 0.0816560318248837 0.113139606656829 0.19021978021978 0.0879734078042766 0.000934081655583825 0.0989470805795157 -0.00183824699096252 0.0426170371392441 "up"
0.0874335900054305 0.087433590005431 4.45611726350499e-24 0.001 0.0427448603488192 0.0484014873108109 0.0597642357642358 0.0565175343364154 0.0508443714602505 0.124627017089247 0.00132793792101748 0.045385961376822 "up"
0.133053488741514 0.133053488741515 2.11534666086511e-14 0.001 0.0596292959841101 0.0757205703832615 0.239290709290709 0.0635437801652494 0.0508443714602505 0.0869736845167755 -0.00494841208028162 0.0472459406692875 "down"
0.442245598989801 0.442245598989801 4.5726408757722e-05 0.002 0.391590695305517 0.355434002034467 0.517452547452547 0.408521020766871 0.141046447773765 0.0940354374301832 0.00724584067253295 0.0434750725557909 "up"
0.0408138525180892 0.0408138525180892 1.35623102700958e-22 0.001 0.0124102191068944 0.0174227894965193 0.0175454545454545 0.0127269602125152 8.50881833979837e-07 0.076802254413467 -0.00531647486540536 0.0439631156713086 "up"
0.591599914490508 0.591599914490508 0.00294233409645861 0.005 0.527923741098408 0.503674199815835 0.484955044955045 0.546290958415899 0.596707668320015 0.0960761665170672 0.00694093679119369 0.0463091941903246 "down"
0.592207719512581 0.592207719512581 0.000840467560019008 0.002 0.486167145175696 0.467209670779232 0.531038961038961 0.506395526049829 0.323305357207158 0.102743264456053 -0.00219856157919178 0.052864402479653 "up"
0.930752918404847 0.173795171877673 0.222452026259081 0.584 0.897563090784887 0.775585911631922 0.914085914085914 0.904480839146508 0.0154941754524976 0.0889638305851546 -0.00394114535600602 0.0490936610369261 "up"
0.830839652027922 0.427249615838281 0.134365701204835 0.161 0.794825458737676 0.764311106189054 0.911848151848152 0.806361177654499 0.323305357207158 0.122972365538003 0.0224613444042448 0.0548488898115939 "up"
0.88390796830714 0.292033999739197 0.415650774294328 0.512 0.889183572575579 0.865676265353661 0.911738261738262 0.891212204485375 0.323305357207158 0.113922233113826 0.0205974117191441 0.055581452723958 "down"
0.84853212375159 0.381983328907625 0.320939257730386 0.256 0.806810170730965 0.821159206361808 0.838481518481518 0.810829813789393 0.867369121436563 0.0939446889434482 -0.0122050304021802 0.0418571326270735 "down"
0.532220372882049 0.532220372882049 0.000371211258210858 0.002 0.485918507426051 0.449556781748823 0.507862137862138 0.504168697979465 0.596707668320015 0.108158594250852 0.0071134846869327 0.0433123382844937 "down"
0.592008205599867 0.592008205599867 0.00199904163476741 0.003 0.51517123262336 0.517126756356348 0.773046953046953 0.538381558496451 0.596707668320015 0.111399547442846 -0.00548149708960057 0.0475118184556746 "down"
0.46316581292156 0.46316581292156 7.26816568839119e-06 0.001 0.340993777534874 0.3022489707353 0.372947052947053 0.363281126197185 0.141046447773765 0.0910024425896265 -0.00625868573778429 0.0512235349665934 "down"
0.268702814322019 0.268702814322018 1.15475894233546e-08 0.001 0.214273308641659 0.198706445055126 0.21013986013986 0.227726062435889 0.867369121436563 0.0944816937005081 0.00703991827239642 0.0447958775816827 "up"
0.616974317119922 0.616974317119922 0.000754825283668792 0.002 0.537965689924514 0.516145923890909 0.726823176823177 0.561230264768216 0.596707668320015 0.132699871101329 -0.00300200886383673 0.0488503358785872 "down"
0.871156120489341 0.324380289266118 0.345750775611832 0.349 0.843711365837244 0.83909323014148 0.820639360639361 0.84767402815449 0.323305357207158 0.1057014770753 -0.00462131250283454 0.0543748146326171 "down"
0.788579417683848 0.536311543266578 0.296061790498498 0.245 0.72265051581953 0.748270683489295 0.726633366633367 0.723955230616212 0.323305357207158 0.0492580506926422 0.0040718259132574 0.0520767653640349 "down"
0.0539695942610793 0.0539695942610792 2.14067019790758e-17 0.001 0.0576498404006206 0.0742216697941678 0.0749210789210789 0.0656070297615818 0.323305357207158 0.107215009618465 0.0219256769266059 0.0416952067665864 "down"
0.0127769181709327 0.0127769181709327 4.52027427070742e-29 0.001 0.00671329431111042 0.0151506208331241 0.0194605394605395 0.0078949844867639 8.50881833979837e-07 0.0974146644978288 0.00752891355140126 0.0404495280441204 "up"
0.249951234244753 0.249951234244753 4.93436609733866e-11 0.001 0.164488497449669 0.156002935847665 0.421738261738262 0.184153205251391 0.596707668320015 0.1029434892581 0.00405036374313881 0.0557164630442738 "up"
0.742125055148649 0.658081055962244 0.135184203130581 0.079 0.703119782718967 0.739894681019693 0.923156843156843 0.717950087440208 0.867369121436563 0.0988801954087179 0.0101333965571525 0.0519809736363514 "down"
0.576701057294997 0.576701057294997 0.0149302217608308 0.015 0.533493350497452 0.548905870875003 0.582747252747253 0.548802787398368 0.323305357207158 0.0793269435784286 0.00173183111650145 0.04375271019895 "up"
0.581835217773377 0.581835217773377 0.000224406134857179 0.001 0.434456973426461 0.390615561561331 0.372857142857143 0.448640871113757 0.867369121436563 0.0891181521597277 -0.00839987551269245 0.06759352742476 "up"
0.673004578607994 0.673004578607994 0.0244887708695201 0.013 0.590574302599826 0.598551743865138 0.573866133866134 0.606502009238931 0.0508443714602505 0.0884522218165167 0.0019835158536356 0.0410980237529272 "up"
0.506019083336047 0.506019083336047 0.000542185241399756 0.001 0.471432842782006 0.469852048120797 0.978111888111888 0.501258437689984 0.596707668320015 0.112025484262754 0.00591261910914048 0.0501757508457916 "down"
