"meaca" "meaca_n" "MRGSE" "SigPathway" "CAMERA_ModT" "CAMERA_Rank" "GSEA" "QuSAGE" "p_ora" "testSetCor" "interCor" "backSetCor" "status"
0.03609955059795 0.0360995505979498 0.0354099965871329 0.002 0.286953439787747 0.508661091218863 0.953076923076923 0.00557396565422419 0.999999877924978 0.116214988392847 0.0173491987647234 0.0717204234135172 "down"
0.0550130289205703 0.0550130289205704 0.858435348852585 0.013 0.220420205141452 0.934897931788082 0.768261738261738 0.000142485496190226 0.999921578730618 0.0480277410356792 -0.00514489144563395 0.0512793304558535 "down"
0.00729428662964626 0.00729428662964637 0.000972300521753102 0.001 0.198200988900386 0.2797397525369 0.841208791208791 0.000156988477575393 0.999949753559637 0.104856498741321 0.0149787586772823 0.0662533337672711 "down"
0.0170139688730684 0.0170139688730684 0.0262810476640398 0.001 0.204758214352728 0.434440998433826 0.967382617382617 0.000343077633412792 0.999967947890736 0.0898825627688213 -0.00831282334392389 0.0318540781514696 "down"
0.00283772870266641 0.00283772870266641 0.000639003631932319 0.002 0.161169561277187 0.225517302604672 0.804585414585415 1.19071172517415e-05 0.998807699974946 0.0871248927620038 0.0112060346699729 0.0398526081679453 "down"
0.139263482426385 0.139263482426385 0.37999665556296 0.018 0.4252511540544 0.757712649630481 0.616073926073926 0.0406464432842257 0.999999841484673 0.0906591267839281 0.00315101169380701 0.0460188483748204 "down"
0.202243207932636 0.202243207932636 0.850542753277426 0.021 0.415735843852145 0.942175283568198 0.388521478521479 0.0307095450359403 0.999902193660569 0.073431642079115 -0.013439020988009 0.043564754275295 "down"
0.103577957250782 0.103577957250782 0.119027885532747 0.004 0.364356672107913 0.622234998109879 0.954775224775225 0.0288446854087316 0.999165275136654 0.114949580374247 -0.00705971070293882 0.044544857168734 "down"
0.0424882894826507 0.0424882894826506 0.0370632464528494 0.003 0.252075393722425 0.448327606760157 0.677742257742258 0.00355281288859111 0.999910853073794 0.0832999622187961 -0.00112520721746738 0.035169468159989 "down"
0.00126553839239285 0.00126553839239274 6.40570178209584e-08 0.001 0.0948243124608953 0.0489326649174288 0.286983016983017 8.84700594561139e-07 0.999999031841699 0.0797063861859354 0.0121520177714735 0.0648620029799221 "down"
0.0242982078645291 0.0242982078645293 0.00302777677197158 0.001 0.240149875367879 0.32895435790563 0.991988011988012 0.00183454473015132 0.999982660651774 0.104010346624984 0.000807054897040408 0.0444999656307625 "down"
0.336328504432315 0.336328504432315 0.0505754698755443 0.105 0.611178409671064 0.53312420483365 0.266233766233766 0.163523038974174 0.980351905752148 0.112573793968316 -0.0294534691573279 0.0275030069338321 "down"
0.482932385349004 0.482932385349003 0.000715572399018786 0.294 0.710067890807424 0.20062145997347 0.0943236763236763 0.318633870658072 0.999887785179457 0.0750056633484311 0.00806552645314637 0.0533451376572807 "down"
0.0691870801194752 0.0691870801194756 0.386328347868917 0.006 0.30507372686847 0.745116412558528 0.575714285714286 0.00769895205259452 0.99997444226675 0.0778676457901891 0.00531384347537902 0.0444503251276273 "down"
0.0151501565494995 0.0151501565494994 0.000610567397304258 0.001 0.163344959018461 0.209238065616414 0.404635364635365 9.94671244973766e-05 0.999136390764634 0.0808445411462775 -0.00649854914577887 0.0451118543891838 "down"
0.000713380194015789 0.000713380194015789 4.36850619678047e-17 0.001 0.0691240309481513 0.0143499563728459 0.138931068931069 6.25303253753984e-06 0.999292642581783 0.128608385080248 0.000626853782464526 0.054387802315833 "down"
0.0168223410944266 0.0168223410944266 0.0134367666081853 0.001 0.232171863683347 0.411523654268771 0.986313686313686 0.00054971243493096 0.999771015213921 0.102278273733701 0.00927548160953719 0.063424574768314 "down"
0.459107390354878 0.459107390354878 0.00264781830586933 0.24 0.707954407342512 0.335312886095411 0.254565434565435 0.313125814336363 0.999921578730618 0.110509925524077 -0.00657419614246908 0.0506236783371915 "down"
0.000560507134379606 0.000560507134379495 2.75442295314693e-11 0.001 0.0793619802287319 0.0321601172969237 0.0714295704295704 3.67226381192687e-06 0.99952741563962 0.104916463354039 0.00831905431728568 0.0476803337608471 "down"
0.00123039502786215 0.00123039502786226 3.77223393387866e-13 0.001 0.0480862443405501 0.0117663767032282 0.226783216783217 4.77177369617721e-07 0.999978030407951 0.0865714953703701 -0.0121894206728332 0.0448412169798858 "down"
0.0436792541041249 0.0436792541041249 0.0276713832961824 0.002 0.249820478407241 0.451595937503349 0.806963036963037 0.00135635500804088 0.999998386085561 0.0959784419378965 -0.00231254177792782 0.0759008620777394 "down"
0.000981423107141666 0.000981423107141666 6.54712377393958e-11 0.001 0.125452609952148 0.0580578111998666 0.134845154845155 5.30197666570587e-06 0.999831565994458 0.133468126795101 0.00505631886236475 0.0544621710362097 "down"
0.00067428218611143 0.00067428218611143 7.68233634541286e-11 0.001 0.0982246216246448 0.0449202853329157 0.166493506493506 2.07071183933039e-06 0.999995887980947 0.116272749805769 -0.00313759253192349 0.0350367091771385 "down"
0.0236348695997516 0.0236348695997517 0.014181504724081 0.001 0.220585707807972 0.394581200324881 0.867872127872128 0.00131234659641954 0.999999420750057 0.0925298830263885 0.00393377540957225 0.056613510722705 "down"
0.233313727176331 0.233313727176331 0.247485357571546 0.058 0.518667553205273 0.674217543919736 0.631648351648352 0.0849734910988187 0.997158187661018 0.0837834767795219 0.0137416123503722 0.064639905371546 "down"
0.0794833033495077 0.0794833033495079 0.771379729895367 0.013 0.37887405905965 0.921231105736735 0.983986013986014 0.0119613017323215 0.999996774967938 0.0976260125364446 0.00625139838328142 0.0459561573634272 "down"
0.683927229302502 0.683927229302502 0.000197278149801952 0.486 0.8267386543963 0.225398310519442 0.468141858141858 0.555459804558096 0.999996774967938 0.105954587110985 -0.0107863689130636 0.0357802286184487 "down"
0.046563029301415 0.046563029301415 0.00709147207636297 0.002 0.296092433038892 0.390771339144188 0.877102897102897 0.00758186617391621 0.999987855277902 0.112147372943885 0.00573429033394969 0.0414090191479039 "down"
0.00933813231248604 0.00933813231248593 0.00311261561258221 0.002 0.220272281717244 0.311831182398301 0.948561438561439 0.000455513870317503 0.999999654357277 0.0953050781691338 0.0161743730344874 0.0443878875313772 "down"
